"","HDIM","Checked","Plot","Date","Collector","Method","Plant","BeatingDuration","TimeBegin","TimeEnd","DateEnd","CanopyMalaiseHeight..ft.","PitFallSlice","Whereabouts","SamplingRound","NoOfVials","Comments","X"
"3896",8521,1,"kamakou_39","7/7/15","E. Tielens, N. Graham","ground malaise","","","","","7/14/15","","","Wellman 220",2,"1","",""
"3897",8522,1,"kamakou_39","7/7/15","E. Tielens, N. Graham","canopy malaise","","","","","7/14/15","","up","Wellman 220",2,"1","",""
"3898",8523,1,"kamakou_39","7/7/15","E. Tielens, N. Graham","canopy malaise","","","","","7/14/15","","down","Wellman 220",2,"1","",""
"3899",8524,1,"kamakou_39","7/7/15","ET, NG","leaf litter","","","","","","","A","Wellman 220",1,"","",""
"3900",8525,1,"kamakou_39","7/7/15","ET, NG","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"3901",8526,1,"kamakou_09","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","B","Wellman 220",2,"1","",""
"3902",8527,1,"kamakou_09","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","D","Wellman 220",2,"1","",""
"3903",8528,1,"kamakou_09","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","F","Wellman 220",2,"1","",""
"3904",8529,1,"kamakou_09","7/7/15","E. Tielens, N. Graham","ground malaise","","","","","7/14/15","","","Wellman 220",2,"1","",""
"3905",8530,1,"kamakou_09","7/7/15","E. Tielens, N. Graham","canopy malaise","","","","","7/14/15","","up","Wellman 220",2,"1","",""
"3906",8531,1,"kamakou_09","7/7/15","E. Tielens, N. Graham","canopy malaise","","","","","7/14/15","","down","Wellman 220",2,"1","",""
"3907",8532,1,"kamakou_09","7/7/15","ET, NG","leaf litter","","","","","","","A","Wellman 220",1,"1","",""
"3908",8533,1,"kamakou_09","7/7/15","ET, NG","leaf litter","","","","","","","E","Wellman 220",1,"","",""
"3909",8540,1,"kamakou_41","7/7/15","E. Tielens, N. Graham","leaf litter","","","","","","","A","Wellman 220",2,"","already sorted",""
"3910",8541,1,"kamakou_41","7/7/15","E. Tielens, N. Graham","leaf litter","","","","","","","E","Wellman 220",2,"","already sorted",""
"3911",8555,1,"laupLSAG_01","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","B","Wellman 220",2,"","",""
"3912",8556,1,"laupLSAG_01","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","D","Wellman 220",2,"","",""
"3913",8557,1,"laupLSAG_01","8/2/15","E. Tielens","pitfall","","","","","","","F","Wellman 220",2,"","",""
"3914",8558,1,"laupLSAG_01","8/2/15","","ground malaise","","","","","","","","Wellman 220",2,"","",""
"3915",8559,1,"laupLSAG_01","8/2/15","E. Tielens, B. Cote","canopy malaise","","","","","","","up","Wellman 220",2,"","",""
"3916",8560,1,"laupLSAG_01","8/2/15","E. Tielens","canopy malaise","","","","","","","down","Wellman 220",2,"","",""
"3917",8561,1,"laupLSAG_04","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","B","Wellman 220",2,"","",""
"3918",8562,1,"laupLSAG_04","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","D","Wellman 220",2,"","",""
"3919",8563,1,"laupLSAG_04","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","F","Wellman 220",2,"","",""
"3920",8564,1,"laupLSAG_04","8/2/15","E. Tielens, B. Cole","ground malaise","","","","","","","","Wellman 220",2,"2","",""
"3921",8565,1,"laupLSAG_04","8/2/15","E. Tielens, B. Cole","canopy malaise","","","","","","","down","Wellman 220",2,"","",""
"3922",8566,1,"laupLSAG_04","8/2/15","E. Tielens, B. Cole","canopy malaise","","","","","","","down","Wellman 220",2,"","",""
"3923",8567,1,"laupLSAG_07","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","B","Wellman 220",2,"","",""
"3924",8568,NA,"laupLSAG_07","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","D","Hilgard 220",2,"","",""
"3925",8569,1,"laupLSAG_07","8/2/15","E. Tielens, B. Cole","pitfall","","","","","","","F","Wellman 220",2,"","",""
"3926",8570,1,"laupLSAG_07","8/2/15","E. Tielens, B. Cole","ground malaise","","","","","","","","Wellman 220",2,"","",""
"3927",8571,1,"laupLSAG_07","8/2/15","","canopy malaise","","","","","","","up","Wellman 220",2,"","",""
"3928",8572,1,"laupLSAG_07","8/2/15","","canopy malaise","","","","","","","down","Wellman 220",2,"","",""
"3929",8573,1,"kamakou_41","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","B","Wellman 220",2,"1","Label was previously HDIM 8534, already sorted",""
"3930",8574,1,"kamakou_41","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","D","Wellman 220",2,"1","Label was previously HDIM 8535, already sorted",""
"3931",8575,NA,"kamakou_41","7/7/15","E. Tielens, N. Graham","pitfall","","","","","7/14/15","","F","Hilgard 220",2,"1","Label was previously HDIM 8536",""
"3932",8576,1,"kamakou_41","7/7/15","E. Tielens, N. Graham","ground malaise","","","","","7/14/15","","","Wellman 220",2,"1","Label was previously HDIM 8537, already sorted",""
"3933",8577,1,"kamakou_41","7/7/15","E. Tielens, N. Graham","canopy malaise","","","","","7/14/15","","up","Wellman 220",2,"1","Label was previously HDIM 8538, already sorted",""
"3934",8578,NA,"kamakou_41","7/7/15","E. Tielens, N. Graham","canopy malaise","","","","","7/14/15","","down","NEED TO FIND",2,"0","Label was previously HDIM 8539; no sample; failed?",""
"3935",9000,1,"kokee_11","8/19/15","LVV, RC","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3936",9000,NA,"kokee_11","8/19/15","L. Villegas-Villeza","","","","","","","","","Hilgard 220",2,"","",""
"3937",9001,1,"kokee_11","8/19/15","BC, LVV","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3938",9001,NA,"kokee_11","8/19/15","B. Cote, L. Villegas-Villeza","","","","","","","","","Hilgard 220",2,"2","",""
"3939",9002,1,"","8/19/15","","","","","","","","","","Wellman 220",NA,"","No label information besides HDIM. in kokee litter bag",""
"3940",9003,1,"kokee_09","8/19/15","BC","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3941",9004,1,"kokee_09","8/19/15","BC, LVV","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3942",9004,NA,"kokee_09","8/19/15","L. Villegas-Villeza","","","","","","","","","Hilgard 220",2,"","",""
"3943",9005,1,"kokee_09","8/19/15","BC","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3944",9006,1,"kokee_21","8/19/15","BC, LVV","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3945",9007,1,"kokee_21","8/19/15","BC, LVV","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3946",9008,1,"kokee_21","8/19/15","BC, LVV","leaf litter","","","","","","","","Wellman 220",2,"","",""
"3947",9009,1,"kokee_09","8/20/15","LVV, BC","Canopy malaise up","","","12:00","","","","","Wellman 220",2,"","",""
"3948",9010,1,"kokee_09","8/20/15","LVV, BC","canopy malaise down","","","12:00","","","","","Wellman 220",2,"","",""
"3949",9011,3,"kokee_09","8/20/15","LVV, BC","ground malaise","","","12:00","","","","","Wellman 220",2,"3","",""
"3950",9012,1,"kokee_09","8/20/15","LVV, B.C.","pitfall","","","12:00","","","","D","Wellman 220",2,"","",""
"3951",9013,1,"kokee_09","8/20/15","LVV, B.C.","pitfall","","","12:00","","","","D","Wellman 220",2,"","",""
"3952",9014,1,"kokee_09","8/20/15","LVV, B.C.","pitfall","","","12:00","","","","F","Wellman 220",2,"","",""
"3953",9015,1,"kokee_11","8/20/15","LVV","Canopy malaise up","","","15:00","","","","","Wellman 220",2,"","",""
"3954",9016,1,"kokee_11","8/30/15","BC, LVV","canopy down","","","15:00","","","","","Wellman 220",2,"","",""
"3955",9017,1,"kokee_11","8/20/15","LVV, B.C.","Ground Malaise","","","15:00","","","","","Wellman 220",2,"","",""
"3956",9018,1,"kokee_11","8/20/15","LVV, B.C.","pitfall","","","15:00","","","","B","Wellman 220",2,"","",""
"3957",9019,1,"kokee_11","8/20/15","L. Villegas, B. Cote","pitfall","","","15:00","","","","","Wellman 220",2,"","",""
"3958",9020,1,"kokee_11","8/20/15","LVV, B.C.","pitfall","","","15:00","","","","F","Wellman 220",2,"","",""
"3959",9021,3,"kokee_21","8/20/15","BC, MS, AR, LVV","canopy malaise up","","","18:00","","","","","Wellman 220",2,"3","",""
"3960",9022,1,"kokee_21","8/20/15","LVV, BC, AR","canopy malaise down","","","18:00","","","","","Wellman 220",2,"","",""
"3961",9023,4,"kokee_21","8/20/15","BC, MS, AR, LW","Ground Malaise","","","18:00","","","","","Wellman 220",2,"4","",""
"3962",9024,1,"kokee_21","8/20/15","AR, MS, BC, LW","pitfall","","","18:00","","","","B","Wellman 220",2,"","",""
"3963",9025,1,"kokee_21","8/20/15","MS, AR, LVV","pitfall","","","18:00","","","","D","Wellman 220",2,"","",""
"3964",9026,1,"kokee_21","8/20/15","AR, MS, BC, LW","pitfall","","","18:00","","","","F","Wellman 220",2,"","",""
"3965",10000,1,"kohalaYng_20","6/7/15","C. Ewing, E. Tielens","ground malaise","","","","","6/15/15","","","Hilgard 220",2,"1","No idea why the jump in number",""
"3966",10013,1,"kohalaOld_06","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","pitfall","","","","","6/23/15","","B","Hilgard 220",2,"1","",""
"3967",10014,1,"kohalaOld_06","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","pitfall","","","","","6/23/15","","D","Hilgard 220",2,"1","",""
"3968",10015,1,"kohalaOld_06","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","pitfall","","","","","6/23/15","","F","Hilgard 220",2,"1","",""
"3969",10016,1,"kohalaOld_06","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","canopy malaise","","","","","6/23/15","","up","Hilgard 220",2,"1","",""
"3970",10017,1,"kohalaOld_06","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","canopy malaise","","","","","6/23/15","","down","Hilgard 220",2,"1","",""
"3971",10018,1,"kohalaOld_06","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","ground malaise","","","","","6/23/15","","","Hilgard 220",2,"1","",""
"3972",10031,1,"kohalaOld_08","6/16/15","A. Rominger, B. Cote, L. Guo, K. Gallardo","pitfall","","","","","6/23/15","","B","Hilgard 220",2,"1","",""
"3973",10032,1,"kohalaOld_08","6/16/15","A. Rominger, B. Cote, L. Guo, K. Gallardo","pitfall","","","","","6/23/15","","D","Hilgard 220",2,"1","",""
"3974",10033,1,"kohalaOld_08","6/16/15","A. Rominger, B. Cote, L. Guo, K. Gallardo","pitfall","","","","","6/23/15","","F","Hilgard 220",2,"1","",""
"3975",10034,1,"kohalaOld_08","6/16/15","A. Rominger, B. Cote, L. Guo, K. Gallardo","canopy malaise","","","","","6/23/15","","up","Hilgard 220",2,"1","",""
"3976",10035,1,"kohalaOld_08","6/16/15","A. Rominger, B. Cote, L. Guo, K. Gallardo","canopy malaise","","","","","6/23/15","","down","Hilgard 220",2,"2","",""
"3977",10036,1,"kohalaOld_08","6/16/15","A. Rominger, B. Cote, L. Guo, K. Gallardo","ground malaise","","","","","6/23/15","","","Hilgard 220",2,"1","",""
"3978",10037,1,"kohalaOld_05","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","pitfall","","","","","6/23/15","","B","Hilgard 220",2,"1","",""
"3979",10038,1,"kohalaOld_05","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","pitfall","","","","","6/23/15","","D","Hilgard 220",2,"1","",""
"3980",10039,NA,"kohalaOld_05","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","pitfall","","","","","6/23/15","","F","Hilgard 220",2,"1","",""
"3981",10040,1,"kohalaOld_05","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","canopy malaise","","","","","6/23/15","","up","Hilgard 220",2,"1","",""
"3982",10041,1,"kohalaOld_05","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","canopy malaise","","","","","6/23/15","","down","Hilgard 220",2,"1","",""
"3983",10042,1,"kohalaOld_05","6/16/15","N. Graham, L. Polgar, B. Mathat, E. Tielens","ground malaise","","","","","6/23/15","","","Hilgard 220",2,"1","",""
"3984",11000,1,"kohalaOld_07","6/17/15","A. Rominger, N. Graham, L. Polgar, B. Mathat","pitfall","","","","","6/24/15","","B","Hilgard 220",2,"1","",""
"3985",11001,1,"kohalaOld_07","6/17/15","A. Rominger, N. Graham, L. Polgar, B. Mathat","pitfall","","","","","6/24/15","","D","Hilgard 220",2,"1","",""
"3986",11002,NA,"kohalaOld_07","6/17/15","A. Rominger, N. Graham, L. Polgar, B. Mathat","pitfall","","","","","6/24/15","","F","Hilgard 220",2,"1","",""
"3987",11003,1,"kohalaOld_07","6/17/15","A. Rominger, N. Graham, L. Polgar, B. Mathat","canopy malaise","","","","","6/24/15","","up","Hilgard 220",2,"1","",""
"3988",11004,1,"kohalaOld_07","6/17/15","A. Rominger, N. Graham, L. Polgar, B. Mathat","canopy malaise","","","","","6/24/15","","down","Hilgard 220",2,"1","Missing label; inferred identity",""
"3989",11005,1,"kohalaOld_07","6/17/15","A. Rominger, N. Graham, L. Polgar, B. Mathat","ground malaise","","","","","6/24/15","","","Hilgard 220",2,"1","",""
"3990",12000,NA,"escape_87","7/31/15","A. Rominger","beating","brown Dicranopteris linearis","75","8:55","10:00","","","","Hilgard 220",2,"","",""
"3991",12001,NA,"escape_87","7/31/15","B. Cote","beating","green Dicranopteris linearis","150","8:55","11:15","","","","Hilgard 220",2,"","",""
"3992",12002,NA,"escape_87","7/31/15","A. Rominger","beating","green Dicranopteris linearis","150","10:15","12:00","","","","Hilgard 220",2,"","",""
"3993",12003,1,"escape_87","7/31/15","B. Cote","beating","brown Dicranopteris linearis","45","11:25","12:40","","","","Wellman 220",2,"","",""
"3994",13000,NA,"treePlanting_04","1/21/16","C. Ewing, M. Stark","leaf litter","","","","","","","E","Wellman 220",1,"3","Entered by Monica, from shipped samples",""
"3995",13001,NA,"treePlanting_03","1/21/16","M. Stark","leaf litter","","","","","","","A","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"3996",13002,NA,"treePlanting_04","1/21/16","K. Shiroma","leaf litter","","","","","","","C","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"3997",13003,NA,"treePlanting_06","1/21/16","M. Stark","leaf litter","","","","","","","E","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"3998",13004,NA,"treePlanting_05","1/21/16","K. Shiroma","leaf litter","","","","","","","C","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"3999",13005,NA,"treePlanting_05","1/21/16","M. Stark","leaf litter","","","","","","","A","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"4000",13006,NA,"treePlanting_05","1/21/16","C. Ewing, M. Stark, K. Shiroma","leaf litter","","","","","","","E","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"4001",13007,NA,"treePlanting_04","1/21/16","M. Stark","leaf litter","","","","","","","A","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"4002",13008,NA,"treePlanting_03","1/21/16","K. Shiroma","leaf litter","","","","","","","C","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"4003",13009,NA,"treePlanting_06","1/21/16","M. Stark","leaf litter","","","","","","","A","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"4004",13010,NA,"treePlanting_06","1/21/16","K. Shiroma","leaf litter","","","","","","","C","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"4005",13011,NA,"treePlanting_03","1/21/16","C. Ewing, M. Stark","leaf litter","","","","","","","E","Wellman 220",1,"1","Entered by Monica, from shipped samples",""
"4006",13012,NA,"treePlanting_01","1/27/16","K. Roy, C. Ewing","leaf litter","","","","","","","A","Wellman 220",2,"1","Entered by Monica, from shipped samples",""
"4007",13013,NA,"treePlanting_01","1/27/16","K. Roy, C. Ewing","leaf litter","","","","","","","C","Wellman 220",2,"1","Entered by Monica, from shipped samples",""
"4008",13014,NA,"treePlanting_01","1/27/16","K. Roy, C. Ewing","leaf litter","","","","","","","E","Wellman 220",2,"1","Entered by Monica, from shipped samples",""
"4009",13015,NA,"treePlanting_02","1/27/16","M. Stark","leaf litter","","","","","","","A","Wellman 220",2,"1","Entered by Monica, from shipped samples",""
"4010",13016,NA,"treePlanting_02","1/27/16","K. Roy","leaf litter","","","","","","","C","Wellman 220",2,"1","Entered by Monica, from shipped samples",""
"4011",13017,NA,"treePlanting_02","1/27/16","K. Roy","leaf litter","","","","","","","E","Wellman 220",2,"1","Entered by Monica, from shipped samples",""
"4012",6996,1,"kohalaYng_04","1/14/16","NRG","beating","sm leaf myrsine","30","10:10","10:43","","","","Wellman 220",2,"1","Entered by Grace",""
"4013",7001,1,"kohalaYng_04","1/14/16","C.E.","beating","big leaf myrsine","12","11:45","11:57","","","","Wellman 220",2,"1","Entered by Grace",""
"4014",7002,1,"kohalaYng_04","1/14/16","N.R.G.","beating","leptacophylla","19","11:45","12:10","","","","Wellman 220",2,"1","Entered by Grace",""
"4015",6993,1,"kohalaYng_04","1/14/16","MMS","beating","green cibotium","44","09:20","10:08","","","","Wellman 220",2,"1","Entered by Grace",""
"4016",7000,1,"kohalaYng_04","1/14/16","M.S.","beating","lepticophylla","40","11:30","12:10","","","","Wellman 220",2,"1","Entered by Grace",""
"4017",6999,1,"kohalaYng_04","1/14/16","NRG","beating","melicope","32","10:55","11:30","","","","Wellman 220",2,"1","Entered by Grace",""
"4018",6994,1,"kohalaYng_04","1/14/16","M.S.","beating","green cibotiom","44","09:20","10:15","","","","Wellman 220",2,"1","Entered by Grace",""
"4019",6998,1,"kohalaYng_04","1/14/16","MMS","beating","brown cibotium","44","10:40","11:35","","","","Wellman 220",2,"1","Entered by Grace",""
"4020",6995,1,"kohalaYng_04","1/14/16","NRG","beating","vaccinium","20","09:45","10:00","","","","Wellman 220",2,"1","Entered by Grace",""
"4021",6992,1,"kohalaYng_04","1/14/16","C.E.","beating","Ohia","113","09:15","11:25","","","","Wellman 220",2,"1","Entered by Grace",""
"4022",6997,1,"kohalaYng_04","1/14/16","M.S.","beating","cheirodendron","21","10:35","11:00","","","","Wellman 220",2,"1","Entered by Grace",""
"4023",6969,1,"kohalaOld_01","1/13/16","C.E.","beating","melicope","10","11:30","11:35","","","","Wellman 220",2,"1","Entered by Grace",""
"4024",6971,1,"kohalaOld_01","1/13/16","C.E.","beating","brown cibotium","21","11:40","12:10","","","","Wellman 220",2,"1","Entered by Grace",""
"4025",6964,1,"kohalaOld_01","1/13/16","M.S.","beating","green cibotium","63","10:15","10:55","","","","Wellman 220",2,"1","Entered by Grace",""
"4026",6993,1,"kohalaOld_01","1/13/16","M.S.","beating","brown cibotium","21","11:55","12:10","","","","Wellman 220",2,"1","Entered by Grace",""
"4027",6966,1,"kohalaOld_01","1/13/16","NRG","beating","metrostderos","84","10:30","11:30","","","","Wellman 220",2,"1","Entered by Grace",""
"4028",6968,1,"kohalaOld_01","1/13/16","M.S.","beating","leptacophylla","20","11:35","11:45","","","","Wellman 220",2,"1","Entered by Grace",""
"4029",6920,1,"kohalaOld_01","1/13/16","MMS","beating","melicope clusiifolia","20","11:30","11:45","","","","Wellman 220",2,"1","Entered by Grace",""
"4030",6965,1,"kohalaOld_01","1/13/16","MMS","beating","small leaf myrsine","66","10:24","11:11","","","","Wellman 220",2,"1","Entered by Grace",""
"4031",6967,1,"kohalaOld_01","1/13/16","CE","beating","brossaisia","14","11:05","11:15","","","","Wellman 220",2,"1","Entered by Grace",""
"4032",6963,1,"kohalaOld_01","1/13/16","CE","beating","green cibotium","63","10:10","10:50","","","","Wellman 220",2,"1","Entered by Grace",""
"4033",6972,1,"kohalaOld_01","1/13/16","NRG","beating","brown cibotium","21","11:45","12:10","","","","Wellman 220",2,"1","Entered by Grace",""
"4034",6961,1,"kohalaOld_08","1/12/16","MS ","beating","myrseine","11","03:40","04:00","","","","Wellman 220",2,"1","Entered by Grace",""
"4035",6954,1,"kohalaOld_08","1/12/16","CE","beating","broussaisim","55","01:50","02:30","","","","Wellman 220",2,"1","Entered by Grace",""
"4036",6957,1,"kohalaOld_08","1/12/16","MMS","beating","green cibotium","82","02:53","03:40","","","","Wellman 220",2,"1","Entered by Grace",""
